,,,,,,,,,,,,,,,,,,,,,,
SamplingDate,SO2_6AM_10AM,SO2_10AM_2PM,SO2_2PM_6PM,SO2_6PM_10PM,SO2_10PM_2AM,SO2_2AM_6AM,NO2_6AM_10AM,NO2_10AM_2PM,NO2_2PM_6PM,NO2_6PM_10PM,NO2_10PM_2AM,NO2_2AM_6AM,RSPM_6AM_2PM,RSPM_2PM_10PM,RSPM_10PM_6AM,SPM_6AM_2PM,SPM_2PM_10PM,SPM_10PM_6AM,RSPM,SO2,SPM,NO2
24/03/2006,10,15,19.1,24.9,15.8,9.1,43.6,69.4,73.8,71.6,59.3,42.5,64.6,76.9,59.9,148.1,316.1,90.1,67.133,15.65,184.767,60.033
28/03/2006,8.3,14.1,19.9,21.6,18.3,9.1,42.5,72.7,76.1,68.3,61.5,44.8,64.4,117.7,56.4,192.2,288.9,74.1,79.5,15.217,185.067,60.983
31/03/2006,12,14.2,20.8,19.1,15.8,10,48.3,59.5,70.5,64.9,62.7,45.9,90.2,102.9,87.1,282.3,210.7,156.7,93.4,15.317,216.567,58.633
4/4/2006,9.1,15.8,22.4,27.4,19.9,8.3,38,47,53.7,42.5,40.3,29.1,158.3,113.5,46.3,262.6,287.4,77,106.033,17.15,209,41.767
7/4/2006,10.8,22.4,15.8,24.9,19.9,9.1,36.9,49.2,58.2,52.6,42.5,33.6,52.1,99.8,65.1,253.3,281.3,110.4,72.333,17.15,215,45.5
11/4/2006,9.1,13.3,15.8,19.1,14.1,7.5,34.7,48.1,54.8,45.9,35.8,31.3,68.6,88.2,52.1,165.8,320,78,69.633,13.15,187.933,41.767
18/04/2006,10.8,13.3,,,16.6,8.3,36.9,50.3,,,47,34.7,60.8,,40.4,154.7,,76.5,50.6,12.25,115.6,42.225
21/04/2006,7.5,13.3,19.1,22.4,17.4,9.1,38,45.9,54.8,58.2,53.7,40.3,67.2,82.1,79,159.9,90.6,93.7,76.1,14.8,114.733,48.483
25/04/2006,10.8,15,19.9,24.1,,,36.9,51.5,57.1,60.4,,,103.8,236.3,,117.5,322.7,,170.05,17.45,220.1,51.475
28/04/2006,,,9.1,14.1,10.8,7.5,,,55.9,52.6,50.3,43.6,,159.2,19.1,,487.1,46.9,89.15,10.375,267,50.6
16/06/2006,6.7,9.1,10.8,13.3,8.3,5.8,31.3,39.2,45.9,50.4,33.6,29.1,113.5,58.7,43.2,297.9,64.8,58.8,71.8,9,140.5,38.25
20/06/2006,8.3,10.8,13.3,15.8,18.3,7.5,24.7,43.6,49.2,50.4,42.5,32.4,113,19.4,59.9,204.8,114.7,64.9,64.1,12.333,128.133,40.467
27/06/2006,13.6,11.4,,15,,,39.3,49.9,,40.3,,,164.5,88.6,,297.4,209.4,,126.55,,253.4,
30/06/2006,,9.1,14.1,19.1,15.8,10.8,,42.5,48.1,52.6,44.8,34.7,175.1,108.2,88.7,199.3,187.2,181.8,124,13.78,189.433,44.54
4/7/2006,7.5,13.3,18.2,20,14.1,8.3,34.7,51.5,44.8,39.2,32.5,28,114.9,128.9,129.5,164.4,244,207.1,124.433,13.567,205.167,38.45
7/7/2006,8.3,12.5,15,17.5,20,9.1,41.4,45.9,42.5,56,52.6,44.8,145.8,73.6,42.2,352.1,105.4,79.4,87.2,13.733,178.967,47.2
11/7/2006,7.5,10.8,13.3,15.8,12.5,6.7,36.9,50.4,57.14,44.8,42.5,33.6,85.2,233.3,73.3,210.5,272.4,102.6,130.6,11.1,195.167,44.223
14/07/2006,7.8,8.3,10.8,14.1,15.8,10,39.3,43.6,49.2,52.6,42.5,35.8,111.2,80.2,51.2,168.5,158.7,85.2,80.867,11.133,137.467,43.833
18/07/2006,11.1,16.2,,,15.8,9.1,38.8,45.3,,,41.4,36.9,67.6,,136.1,167.6,,181.4,101.85,13.05,174.5,40.6
21/07/2006,12.2,10.8,13.3,18.8,17.5,15.8,29.8,43.6,49.2,38.8,42.5,35.8,116.5,132.5,108.2,308.2,339,143.6,119.067,14.733,263.6,39.95
25/07/2006,8.3,10.8,15.8,19.1,16.1,10.8,23.5,34.7,40.3,45.9,34.5,22,91,155,55,211,286,116,100.333,13.483,204.333,33.483
28/07/2006,,15.3,24.9,25.8,,,,24.8,33.6,30.2,,,103,101,,340,288,,102,,314,
1/8/2006,7.5,10.8,16.2,17.5,9.1,6.7,9,9,10.8,16.2,17.5,9.1,83.7,133.3,62.6,92.4,212.2,136.3,93.2,11.3,146.967,11.933
4/8/2006,8.3,10.8,17.5,20,13.3,7.5,9,9,10.8,17.5,20,13.3,67.7,63.2,87.2,154.9,103.1,167.1,72.7,12.9,141.7,13.267
8/8/2006,11.3,12.5,15.8,22.4,15.8,11.6,9,11.3,12.5,15.8,22.4,15.8,102.7,206.4,82.5,314.2,492.5,105.1,130.533,14.9,303.933,14.467
11/8/2006,10,14.4,16.5,15.8,15,9.1,9,10,14.4,16.5,15.8,15,75.9,92.2,39.6,199.3,97.2,79.2,69.233,13.467,125.233,13.45
18/08/2006,9.5,11.9,14.9,16.6,13.3,8.3,9,9.5,11.9,14.9,16.6,13.3,106.7,80.7,48.6,295.9,131.9,96.2,78.667,12.417,174.667,12.533
22/08/2006,12.2,13.3,19.1,25.8,20,9.9,9,12.2,13.3,19.1,25.8,20,122.4,88.7,41.3,259.9,214.4,56.9,84.133,16.717,177.067,16.567
25/08/2006,8.3,10.8,19.4,17.5,20,14.1,9,9,10.8,19.4,17.5,20,64.6,159.4,49.7,208.7,310.4,113.9,91.233,15.017,211,14.283
29/08/2006,11,13.3,15.8,20,17.5,10.8,9,11,13.3,15.8,20,17.5,96.8,233.3,142,291.3,389.4,171,157.367,14.733,283.9,14.433
2/8/2005,,,,,,,,,,,,,,,,,,,40.2,7.2,76.7,56.9
5/8/2005,,,,,,,,,,,,,,,,,,,75.2,7.8,103.7,48.7
9/8/2005,,,,,,,,,,,,,,,,,,,45.4,6.6,49.8,48.12
12/8/2005,,,,,,,,,,,,,,,,,,,54.3,10.1,95.4,54.7
16/08/2005,,,,,,,,,,,,,,,,,,,58.9,8.9,90,52.4
19/08/2005,,,,,,,,,,,,,,,,,,,67.9,10,245.9,54.3
23/08/2005,,,,,,,,,,,,,,,,,,,42.1,4,162.3,37.5
30/08/2005,,,,,,,,,,,,,,,,,,,58.6,7.9,83.6,45.7
4/10/2005,,,,,,,,,,,,,,,,,,,40.6,12.7,52.8,62.1
7/10/2005,,,,,,,,,,,,,,,,,,,39,8.6,88.6,53.2
14/10/2005,,,,,,,,,,,,,,,,,,,56.9,6.7,87,31.7
18/10/2005,,,,,,,,,,,,,,,,,,,45,6.8,76.2,49.6
21/10/2005,,,,,,,,,,,,,,,,,,,60.5,12.1,91.3,54.3
25/10/2005,,,,,,,,,,,,,,,,,,,42.2,4,61.7,37.6
28/10/2005,,,,,,,,,,,,,,,,,,,43.6,4.5,75.4,44.8
8/11/2005,,,,,,,,,,,,,,,,,,,48.7,8.6,53.7,50.6
11/11/2005,,,,,,,,,,,,,,,,,,,49.9,8.2,76.5,42.5
15/11/2005,,,,,,,,,,,,,,,,,,,70,8.1,115.7,44
18/11/2005,,,,,,,,,,,,,,,,,,,59.9,6.5,83.4,49.1
22/11/2005,,,,,,,,,,,,,,,,,,,25.3,4.4,44.7,49.5
25/11/2005,,,,,,,,,,,,,,,,,,,27.1,7.8,46.6,53.3
29/11/2005,,,,,,,,,,,,,,,,,,,45.5,7.8,62.4,46.3
2/9/2005,,,,,,,,,,,,,,,,,,,45.9,11.2,76.8,50.7
6/9/2005,,,,,,,,,,,,,,,,,,,38.3,7.5,76.4,44.4
9/9/2005,,,,,,,,,,,,,,,,,,,54.1,12.6,90.2,37.9
13/09/2005,,,,,,,,,,,,,,,,,,,69.4,5.4,116,30.8
16/09/2005,,,,,,,,,,,,,,,,,,,65.4,9,128,33
20/09/2005,,,,,,,,,,,,,,,,,,,44.4,10.4,86.6,48.9
23/09/2005,,,,,,,,,,,,,,,,,,,49.4,5.3,116.2,50.2
27/09/2005,,,,,,,,,,,,,,,,,,,40.3,11.4,137.9,42.2
30/09/2005,,,,,,,,,,,,,,,,,,,41.9,13.2,98.1,34.7
1/9/2006,10.8,12.5,15,15.8,11.6,9.1,39.2,52.6,57.1,43.6,34.7,29.1,117,103,39,182,211,113,86.33333333,12.46666667,168.66666667,42.71666667
8/9/2006,7.5,10.8,15.8,19.1,14.1,10,32.5,49.2,53.7,43.6,45.9,34.7,68,65,74,222,105,121,69,12.88333333,149.33333333,43.26666667
12/9/2006,10,13.3,,,17.5,11.6,44.8,45.9,,,43.6,40.3,95,,36,347,,63,65.5,13.1,205,43.65
15/09/2006,10.8,13.3,20.5,11.1,,,35.8,44.8,52.3,52.2,,,120,169,,189,294,,144.5,13.925,241.5,46.275
19/09/2006,9.1,16.2,13,7.5,,,49.2,37.7,49.7,38,,,141.2,201.5,,301.6,346.4,,171.35,11.45,324,43.65
2/5/2006,11.6,19.1,10.8,13.2,,,35.8,59.3,53.7,50.3,,,67.5,110.9,,201,269.6,,89.2,13.675,235.3,49.775
5/5/2006,9.1,14.1,17.4,19.9,21.6,10.8,33.6,51.5,57.1,53.7,43.6,31.3,33.5,164.1,61.1,147.6,250.5,153.3,86.233,15.483,183.8,45.133
9/5/2006,7.5,13.3,19.9,15.8,,,34.7,54.8,59.3,50.3,,,52.9,143.7,,142.5,162.1,,98.3,14.125,152.3,49.775
12/5/2006,10.8,14.1,21.6,24.1,15,9.1,31.3,50.3,61.5,53.7,45.9,33.6,121.7,121.5,77.8,259.9,291.6,123.3,107,15.783,224.933,46.05
16/05/2006,13.3,17.4,19.9,22.4,10.8,,34.7,57.1,59.3,51.5,49.2,,69.6,85.9,75.7,140.9,187.8,110.4,77.067,16.76,146.367,50.36
19/05/2006,14.1,17.4,19.9,24.1,15.8,10.8,31.3,55.9,61.5,54.8,48.1,34.7,79.9,103.5,49.6,113,169.6,62.4,77.667,17.017,115,47.717
23/05/2006,10.8,15.8,17.4,19.9,22.4,10.8,33.6,60.4,62.7,58.2,52.6,31.3,82.6,113.7,123.4,219.4,251.9,191.3,106.567,16.183,220.867,49.8
26/05/2006,9.1,10.8,12.5,15,8.3,7.5,35.8,58.2,53.7,57.1,49.2,31.3,244.6,147.2,73.6,264.4,154.1,111.1,155.133,10.533,176.533,47.55
30/05/2006,4,10.8,4,,,,35.8,55.9,44.8,,,,63.7,104.9,,184.8,218.8,,84.3,,201.8,
2/12/2005,11.6,13.3,9.1,9.1,10.8,4,55.9,70.5,40.3,36.9,53.7,59.3,167.9,120.5,68.1,479.2,346.6,155.6,118.833,9.65,327.133,52.767
6/12/2005,6.6,12.5,7.5,4,5,4,41.4,61.5,54.8,67.1,70.5,45.9,188,150.5,100.2,399.4,549.6,195.7,146.233,6.6,381.567,56.867
9/12/2005,4,11.6,8.3,13.3,5,14.1,35.8,64.9,32.4,20.1,55.9,70.5,146.8,117.2,85.6,444.6,369.1,146.9,116.533,9.383,320.2,46.6
13/12/2005,7.5,,,17.5,14.1,7.5,50.7,,,52.6,40.3,44.8,,63.3,30,,179.1,51.7,46.65,11.65,115.4,47.1
16/12/2005,,,15,17.5,14.1,7.5,,,45.9,48.1,55.9,51.5,,143.9,134.7,,432.8,226,139.3,13.525,329.4,50.35
20/12/2005,12.2,14.1,17.5,20,12.5,7.5,47.7,52.6,67.1,57.1,49.2,33.6,73.6,103.6,96.3,218.4,296.5,146.1,91.167,13.967,220.333,51.217
23/12/2005,7.5,9.2,11.6,13.3,7.5,4,38,54.8,59.3,55.9,49.2,43.6,104.7,180.5,102.1,209.2,355.3,175,129.1,8.85,246.5,50.133
27/12/2005,7.5,9.1,11.6,13.3,16.6,12.5,38,41.4,45.9,42.5,34.7,32.4,152.9,150.5,98.3,222.9,534.7,204.9,133.9,11.767,320.833,39.15
30/12/2005,7.5,9.2,10.8,11.6,14.2,7.5,34.7,39.2,36.9,44.8,40.3,33.6,183,134,95.1,562.3,462.6,230.7,137.367,10.133,418.533,38.25
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
2/12/2009_238,,4,8,8.9,4,4,,16.1,15,27.9,21.4,17.1,53,5,85,97,18,91,47.6666,5.7799,68.6666,19.5
2/12/2009_375,4,,4,4,,,24.6,,11.8,21.4,,,55,103,,65,195,,79,,130,
7/12/2009,,4,4,4,4,4,,16.1,20.4,36.4,23.6,13.9,54,65,67,193,199,80,62,4,157.3333,22.08
19/08/2009_237,,10.8,17.9,21.7,4,4,,24.6,24.6,25.7,21.4,16.1,50,30,34,81,55,48,38,11.68,61.3333,22.48
19/08/2009_375,16,,14.1,17.9,,,42.9,,21.4,18.2,,,60,32,,120,74,,46,,97,
24/08/2009,,4.2,4,4,4,4,,24.6,19.3,15,27.8,20.4,25,29,14,46,68,16,22.6666,4.04,43.3333,21.42
26/08/2009_238,,5.2,6.1,4,4,4,,19.3,20.4,21.4,18.2,13.9,125,173,85,628,721,272,127.6666,4.66,540.3333,18.64
26/08/2009_375,4,,5.7,4,,,18.2,,19.3,14,,,24,10,,51,30,,17,,40.5,
31/08/2009,,5.7,7.1,4,4,4,,49.3,62.1,65.4,53.6,47.1,87,69,39,208,142,60,65,4.96,136.6666,55.5
25/03/2009,,4,4,4,4,4,,31,45,38,29,22,55,74,85,96,104,99,71.3333,4,99.6666,33
7/9/2009,4,6.1,4.7,4,4,4,27.9,20.4,19.3,22.5,28.9,21.4,39,42,22,111,125,48,34.3333,4.4666,94.6666,23.4
9/9/2009_238,,4,4,7.5,4,4,,20.4,28.9,24.6,16,19.3,95,31,32,192,77,45,52.6666,4.7,104.6666,21.84
9/9/2009_375,4,,4,4,,,23,,20.4,18.2,,,159,41,,221,162,,100,,191.5,
14/09/2009,4,7.5,4,4,4,4,20.4,39.6,16.1,13.9,24.6,15,30,40,47,72,81,55,39,4.5833,69.3333,21.6
16/09/2009_238,,,4.7,5.2,4,4,,,20.4,26.8,19.3,20.4,,96,73,,130,79,84.5,4.475,104.5,21.725
16/09/2009_375,4,,4,4,,,17.1,,15,17.1,,,28,44,,47,88,,36,,67.5,
23/09/2009_238,,,4,4,5.2,8,,,24.6,34.3,30,32.1,,53,26,,134,57,39.5,5.3,95.5,30.25
23/09/2009_375,7.1,,4,4,,,22.5,,20.4,19.3,,,26,18,,65,92,,22,,78.5,
30/09/2009_238,,13.2,15,4,4,4,,25.7,19.3,17.1,21.4,16,,33,34,,133,169,33.5,8.04,151,19.9
30/09/2009_375,4,12.6,12.7,4,,,17.1,15,21.4,16,,,25,23,,136,120,,24,8.325,128,17.375
2/2/2011_238,,4,4,4,4,4,,17.1,18.2,20.3,32.1,21.4,96,142,66,274,565,129,101.3333,4,322.6666,21.82
2/2/2011_375,4,,4,4,,,26.8,,17.1,20.3,,,109,95,,302,263,,102,,282.5,
7/2/2011,,4,4,4,4,9.8,,19.3,22.5,25.7,20.3,23.6,91,51,140,191,91,154,94,5.16,145.3333,22.28
9/2/2011_238,,4,4,4,4,4,,28.9,20.3,24.6,21.4,15,26,88,89,148,203,188,67.6666,4,179.6666,22.04
9/2/2011_375,4,4,,4,,,25.7,20.3,,21.4,,,100,108,,162,311,,104,,236.5,
14/02/2011,,4,4,4,4,4,,33.2,25.7,22.5,19.3,22.5,71,67,107,118,181,215,81.6666,4,171.3333,24.64
21/02/2011,,4,4,4,4,4,,25.7,20.3,19.3,21.4,16.1,129,25,48,562,65,75,67.3333,4,234,20.56
23/02/2011_238,,4,4,4,4,4,,19.3,25.7,20.3,24.6,19.3,50,35,39,166,99,51,41.3333,4,105.3333,21.84
23/02/2011_375,4,,4,4,,,20.3,,19.3,17.1,,,122,54,,138,145,,88,,141.5,
5/10/2009,,19.8,8.5,7,8.5,8.5,,20.4,13.9,45,17.1,14,89,65,16,458,195,46,56.6666,10.46,233,22.08
7/10/2009_238,,8,4,4,4,4,,20.4,13.9,16.1,12.9,15,40,48,29,87,93,47,39,4.8,75.6666,15.66
7/10/2009_375,5.2,,4,4,,,17.1,,14,16,,,22,21,,41,49,,21.5,,45,
12/10/2009,,4,4,7.5,4.7,4,,16,27,39.2,33.2,30,92,90,86,153,127,96,89.3333,4.84,125.3333,29.08
14/10/2009_238,4,6.6,8,4,4.2,4,19.3,21.4,31,30,10.7,10.7,72,87,97,85,96,134,85.3333,5.1333,105,20.5166
14/10/2009_375,4,4,6.1,9.4,5.2,4,27.4,21.4,17.1,18.2,10.7,15,98,87,80,146,106,104,88.3333,5.45,118.6666,18.3
21/10/2009_238,,22.6,25.4,4,4,4,,10.7,14,13,14,17,70,37,94,133,97,149,67,12,126.3333,13.74
21/10/2009_375,,4,4,12.7,,,,14,13,13,,,38,56,,147,157,,47,,152,
26/10/2009,,4,4,5.7,4.2,5.2,,13.9,16.1,20.4,18.2,13.9,128,26,78,243,82,90,77.3333,4.62,138.3333,16.5
28/10/2009_238,,8,4,4,9.4,4,,35.4,49.3,21.4,42.9,27.9,43,38,39,167,131,43,40,5.88,113.6666,35.38
28/10/2009_375,4,,4,4,,,28.6,,18.2,24.6,,,59,28,,107,65,,43.5,,86,
9/12/2009_238,,7.1,9.9,4,4,4,,33.2,50.4,30,22.5,19.3,48,85,52,98,123,59,61.6666,5.8,93.3333,31.08
9/12/2009_375,4,,4,4.7,,,26.8,,20.4,38.6,,,82,171,,204,270,,126.5,,237,
14/12/2009,,4,4,9.9,4,11.8,,20.4,17.1,10.7,13.9,16.1,154,47,60,261,75,140,87,6.74,158.6666,15.64
16/12/2009_238,,4.7,4,4,4,4.2,,28.9,17.1,13.9,17.1,16.1,154,47,60,261,75,140,87,4.18,158.6666,18.62
16/12/2009_375,6.1,,7.1,4,,,15,,20.4,13.9,,,40,46,,75,64,,43,,69.5,
21/12/2009,4,6.6,4,4,,,37.4,28.9,21.4,16.1,,,31,16,,75,37,,23.5,4.65,56,25.95
23/12/2009_237,,52,4,4,4,4,,22.5,25.7,20.4,17.1,18.2,56,45,78,125,61,103,59.6666,13.6,96.3333,20.7799
23/12/2009_375,4,,5.2,4,,,20.4,,16.1,15,,,48,60,,111,111,,54,,111,
30/12/2009_238,,4,6.6,5.2,4,4,,26.8,28.9,38.6,16.1,18.2,214,110,220,237,214,243,181.3333,4.76,231.3333,25.72
30/12/2009_375,4,,4.7,4,,,21.4,,37.5,21.4,,,97,209,,170,278,,153,,224,
2/5/2011,4.2,7.5,8.9,7.5,,,34.3,26.8,19.3,13.9,,10,10,28,,22,43,,19,7.025,32.5,20.86
5/5/2011,4,8.5,6.1,5.7,,,52.5,34.3,17.1,13.9,,,30,42,,56,58,,36,6.075,57,29.45
9/5/2011,,4,4,4,,,,16.1,11.8,15,,,50,60,,100,77,,55,,88.5,
12/5/2011,,4,4,4,,,,17.1,22.5,20.3,,,35,26,,77,113,,30.5,,95,
15/05/2011,,4.2,4,4,,,,25.7,16.1,19.3,,,70,62,,169,111,,66,,140,
19/05/2011,,4,4,4,,,,19.3,20.3,13.9,,,20,57,,160,109,,38.5,,134.5,
1/4/2009,7.5,9.1,4,4,7.5,4,45.9,39.2,44.8,51.5,34.7,41.4,182,52,44,347,158,78,92.6666,6.0166,194.3333,42.9166
6/4/2009_238,5.8,10.8,,4,4,8.3,36.9,32.5,,20.1,38,47,50,104,61,119,167,103,71.6666,6.58,129.6666,34.9
6/4/2009_375,4,4,,8.3,4,4,32.5,30.2,,51.5,28,39.2,40,67,53,123,119,67,53.3333,4.86,103,36.28
8/4/2009,4,7.5,4,4,,,45.3,49.2,36.9,30.2,,,120,57,,158,96,,88.5,4.875,127,40.4
13/04/2009_238,4,4,5.1,4,4,4,56,26.9,22.4,44.8,15.7,39.2,135,50,74,159,134,181,86.3333,4.1833,158,34.1666
13/04/2009_375,4,4,,4.2,4,4,41.4,45.9,,17.9,36.9,41.4,72,56,34,89,128,45,54,4.04,87.3333,36.7
15/04/2009,4,4.6,6.5,4,4,4,31.3,29.1,25.7,38,26.9,21.3,57,34,17,125,131,28,36,4.5166,94.6666,28.7166
20/04/2009_238,4,8.8,4,4,6.5,4,22.4,20.1,21.3,17.9,15.7,20.1,23,46,47,70,114,99,38.6666,5.2166,94.3333,19.5833
20/04/2009_375,4,4,4,5.1,4,4,21.3,31.3,57.4,22.4,32.5,20.1,32,31,35,70,64,47,32.6666,4.1833,60.3333,30.8333
22/04/2009,4,4,6.9,5.6,4,4,16.8,20.1,19,15.7,14.5,17.9,49,96,40,137,142,46,61.6666,4.75,108.3333,17.3333
27/04/2009_238,9.3,4,,8.3,4,4,20.1,17.9,,21.5,22.4,26.9,46,,53,104,,111,49.5,5.92,107.5,21.76
27/04/2009_375,4,7.4,,6.5,4,4,26.9,31.3,,20.1,15.7,15.7,94,52,24,111,86,38,56.6666,5.18,78.3333,21.94
29/04/2009,19,15.3,17.1,17.1,4,4,12.3,13.4,15.7,11.2,17.9,15.7,90,45,45,160,115,67,60,12.75,114,14.3666
1/7/2009,,4,5.7,6.6,4,4,,20.4,18.2,22.5,17.1,18.2,43,10,14,142,34,26,22.3333,4.86,67.3333,19.28
13/07/2009_238,4,4,4.7,4.7,10.4,14.6,26.8,17.1,20.4,22.5,24.6,19.3,57,76,42,130,120,120,58.3333,7.0666,123.3333,21.7833
13/07/2009_375,4,4,8.5,4.2,,,20.4,22.5,19.3,16,,,17,13,,70,61,,15,5.175,65.5,19.55
15/07/2009,4,5.7,8,4,4,4.7,27.1,16,15,19.3,17.1,12.9,25,22,13,34,52,30,20,5.0666,38.6666,17.9
20/07/2009_238,,6.6,5.7,4,8,4,,21.4,16.1,21.4,26.8,20.4,46,49,30,122,73,53,41.6666,5.66,82.6666,21.22
20/07/2009_375,4,4.2,4,4,,,20.4,17.1,24.6,21.4,,,21,29,,29,52,,25,4.05,40.5,20.875
22/07/2009,,5.7,7.1,4,4,4,,17.1,27.9,19.3,32.9,24.6,56,43,27,248,131,46,42,4.96,141.6666,24.36
27/07/2009_238,,4,9.9,4,4,4,,32,45,25.7,25.7,28,93,42,21,250,120,46,52,5.18,138.6666,31.28
27/07/2009_375,7,,4,4,,,26.8,,23.6,23.6,,,22,25,,128,59,,23.5,,93.5,
29/07/2009,,4,4,4,4,4.7,,33.2,46,20.4,49.3,26.8,46,28,43,120,63,49,39,4.14,77.3333,35.14
18/05/2009_238,,,4,5.6,4,4,,,19,29.1,21.3,20.1,,56,35,,95,63,45.5,4.4,79,22.375
18/05/2009_375,4,4.6,6,4,4,4,23.5,17.9,21.3,14.5,19,23.5,38,31,22,62,58,29,30.3333,4.4333,49.6666,19.95
20/05/2009,,17.6,14.8,13.4,16.7,18,,15.7,11.2,12.3,11.2,12.3,61,37,43,95,56,62,47,16.1,71,12.54
25/05/2009_238,7.9,9.7,4,4,4,4,28,20.1,21.3,12.3,10.1,20.1,118,40,22,167,49,61,60,5.6,92.3333,18.65
25/05/2009_375,7.4,9.3,4,4,4,6.9,20.1,30.2,21.3,14.5,28,40.3,24,20,24,65,24,31,22.6666,5.9333,40,25.7333
27/05/2009,4,4,4,5.6,4,4.6,11.2,11.2,13.4,11.2,11.2,13.4,62,40,32,101,111,43,44.6666,4.3666,85,11.9333
6/7/2009_238,4,4.2,5.7,4,6.1,7,19.3,21.4,18.2,18.2,24.6,19.3,43,10,14,142,34,26,22.3333,5.1666,67.3333,20.1666
6/7/2009_375,6.1,7,4.2,4,,,16,19.3,18.2,24.6,,,16,21,,33,32,,18.5,5.325,32.5,19.525
8/7/2009,4,5.1,4,7,4,4,27.9,30,20.4,17.1,17.1,20.4,20,23,23,48,30,48,22,4.6833,42,22.15
19/10/2009,,5.2,7.1,4,4,4,,22.5,41.8,21.4,15,12.9,49,60,63,78,153,184,57.3333,4.86,138.3333,22.72
2/11/2009,,4,4,,,,,16,18.2,,,,149,113,,291,285,,131,,288,
4/11/2009_238,,4,4,5.7,,,,18.2,11.8,17.1,,,81,68,,438,191,,74.5,,314.5,
4/11/2009_375,4,,4,8.6,,,21.4,,19.3,27,,,45,53,,75,95,,49,,85,
9/11/2009,,4,9.9,4,4.2,7.5,,42.9,21.4,17,28.9,32.1,,83,100,,116,175,91.5,5.92,145.5,28.46
11/11/2009_238,,4.7,,,4,4,,27.9,,,39.6,15,108,,88,118,,102,98,,110,
11/11/2009_375,4,,4,4,,,42.8,,32.1,27.9,,,103,63,,110,97,,83,,103.5,
18/11/2009_238,,4,5.2,4,4,4,,17.1,19.3,16,32.1,21.4,,86,89,,103,97,87.5,4.24,100,21.18
18/11/2009_375,4,,4,4,,,10.7,,13.9,15,,,80,61,,112,77,,70.5,,94.5,
23/11/2009,,18.8,4,4,8,4,,18.2,18.2,17.1,22.5,16,41,48,58,118,76,68,49,7.76,87.3333,18.4
25/11/2009_238,,4.2,6.1,8,9.9,8.9,,31,13.9,15,18.2,17.1,44,63,68,104,117,92,58.3333,7.42,104.3333,19.04
25/11/2009_375,4,,4,4.2,,,21.4,,19.3,13.9,,,72,67,,143,200,,69.5,,171.5,
30/11/2009,,16,4,10.4,15.5,15.1,,13.9,13.9,20.4,10.7,10.7,94,37,38,223,112,50,56.3333,12.2,128.3333,13.92
2/3/2011_238,,4,4,4,,,,27.8,20.3,22.5,,,25,63,,72,183,,44,,127.5,
2/3/2011_375,4,,4,4,,,24.6,,17.1,19.3,,,10,44,,45,45,,27,,45,
7/3/2011,,4,4,4,4,4,,21.4,24.6,17.1,20.3,22.5,82,75,61,163,106,75,72.6666,4,114.6666,21.18
9/3/2011_238,,4,4,4,,,,20.3,19.3,25.7,,,97,77,,194,141,,87,,167.5,
9/3/2011_375,4,,4,4,,,26.8,,23.3,19.3,,,108,129,,218,231,,118.5,,224.5,
14/03/2011,,4,4,4,4,4,,25.7,19.3,22.5,23.6,15,54,54,53,238,75,68,53.6666,4,127,21.22
16/03/2011,,4,,,4,4,,22.5,,,19.3,16.1,69,,31,199,,36,50,,117.5,
21/03/2011,,4,4,4,4,4,,32.1,49.3,32.1,37.5,36.4,48,48,64,151,93,90,53.3333,4,111.3333,37.48
23/03/2011_238,,4,4,4,4,4,,26.8,31.1,22.5,17.1,19.3,134,55,37,299,97,45,75.3333,4,147,23.36
23/03/2011_375,4,,,4,,,15,,,17.1,,,92,63,,229,115,,77.5,,172,
28/03/2011,,,4,4,,,,,17.1,19.3,,,,43,,,110,,,,,
30/03/2011_238,,4,4,4,,,,24.6,20.3,21.3,,,59,66,,74,77,,62.5,,75.5,
30/03/2011_375,4,,4,4,,,22.5,,22.9,32.1,,,89,83,,210,159,,86,,184.5,
4/5/2009,4,7.9,4.6,6.9,5.6,6.5,13.4,15.7,13.4,31.3,35.8,12.3,39,44,67,94,180,164,50,5.9166,146,20.3166
6/5/2009,4,4,6.9,4,4,4,13.4,15.7,16.8,15.7,13.4,13.4,44,561,215,76,683,276,273.3333,4.4833,345,14.7333
11/5/2009_238,5.6,5.1,5.1,6.5,4,4,13.4,14.5,15.7,13.4,14.5,14.5,73,53,30,112,114,74,52,5.05,100,14.3333
11/5/2009_375,5.1,7.4,4,5.6,4.2,4,16.8,17.9,22.4,15.7,13.4,13.4,52,34,19,106,87,27,35,5.05,73.3333,16.6
3/6/2009,20,20.8,4,4,,,16.8,22.4,16.8,9,,,43,61,,183,117,,52,12.2,150,16.25
8/6/2009_238,20.8,12.5,17.5,14,21.6,20.8,15.7,21.3,12.3,14.5,13.4,22.4,38,49,48,135,65,56,45,17.8666,85.3333,16.6
8/6/2009_375,13.4,13.4,6,7.4,7.4,7.9,19,14.5,16.8,12.3,16.8,12.3,12,23,33,48,30,50,22.6666,9.25,42.6666,15.2833
10/6/2009,,4,4,15,10,4,,11.2,11.2,13.4,11.2,11.2,43,46,34,79,91,45,41,7.4,71.6666,11.64
